
EVA2_7_INNER_JOIM

|       8824 |         326 |   4.99 |
|       8825 |         326 |   2.99 |
|       8826 |         327 |   6.99 |
|       8827 |         327 |   4.99 |
|       8828 |         327 |   3.99 |
|       8829 |         327 |   6.99 |
|       8830 |         327 |   4.99 |
|       8831 |         327 |   5.99 |
|       8832 |         327 |   3.99 |
|       8833 |         327 |   4.99 |
|       8834 |         327 |   0.99 |
|       8835 |         327 |   2.99 |
|       8836 |         327 |   1.99 |
|       8837 |         327 |   1.99 |
|       8838 |         327 |   0.99 |
|       8839 |         327 |   4.99 |
|       8840 |         327 |   6.99 |
|       8841 |         327 |   0.99 |
|       8842 |         327 |   2.99 |
|       8843 |         327 |   4.99 |
|       8844 |         327 |   0.99 |
|       8845 |         327 |   4.99 |
|       8846 |         327 |   3.99 |
|       8847 |         327 |   2.99 |
|       8848 |         327 |   5.99 |
|       8849 |         327 |   9.99 |
|       8850 |         327 |   7.99 |
|       8851 |         327 |   2.99 |
|       8852 |         328 |   2.99 |
|       8853 |         328 |   2.99 |
|       8854 |         328 |   6.99 |
|       8855 |         328 |   5.99 |
|       8856 |         328 |   4.99 |
|       8857 |         328 |   0.99 |
|       8858 |         328 |   4.99 |
|       8859 |         328 |   1.99 |
|       8860 |         328 |   6.99 |
|       8861 |         328 |   4.99 |
|       8862 |         328 |   2.99 |
|       8863 |         328 |   2.99 |
|       8864 |         328 |   2.99 |
|       8865 |         328 |   4.99 |
|       8866 |         328 |   0.99 |
|       8867 |         328 |   2.99 |
|       8868 |         328 |   7.99 |
|       8869 |         328 |   3.99 |
|       8870 |         328 |   3.99 |
|       8871 |         328 |   3.99 |
|       8872 |         328 |   2.99 |
|       8873 |         328 |   4.99 |
|       8874 |         328 |   0.99 |
|       8875 |         329 |   2.99 |
|       8876 |         329 |   5.99 |
|       8877 |         329 |   0.99 |
|       8878 |         329 |   0.99 |
|       8879 |         329 |   2.99 |
|       8880 |         329 |   2.99 |
|       8881 |         329 |   5.99 |
|       8882 |         329 |   0.99 |
|       8883 |         329 |   4.99 |
|       8884 |         329 |   2.99 |
|       8885 |         329 |   4.99 |
|       8886 |         329 |   4.99 |
|       8887 |         329 |   1.99 |
|       8888 |         329 |   2.99 |
|       8889 |         329 |   4.99 |
|       8890 |         329 |   7.99 |
|       8891 |         329 |   6.99 |
|       8892 |         329 |   0.99 |
|       8893 |         329 |   4.99 |
|       8894 |         329 |   0.99 |
|       8895 |         329 |   0.99 |
|       8896 |         329 |   6.99 |
|       8897 |         329 |   7.99 |
|       8898 |         329 |   0.99 |
|       8899 |         329 |   2.99 |
|       8900 |         329 |   3.99 |
|       8901 |         329 |   0.99 |
|       8902 |         329 |   6.99 |
|       8903 |         329 |   8.99 |
|       8904 |         329 |   4.99 |
|       8905 |         329 |   4.99 |
|       8906 |         329 |   2.99 |
|       8907 |         330 |   3.99 |
|       8908 |         330 |   7.99 |
|       8909 |         330 |   6.99 |
|       8910 |         330 |   5.99 |
|       8911 |         330 |   0.99 |
|       8912 |         330 |   4.99 |
|       8913 |         330 |   2.99 |
|       8914 |         330 |   4.99 |
|       8915 |         330 |   2.99 |
|       8916 |         330 |   2.99 |
|       8917 |         330 |   1.99 |
|       8918 |         330 |   2.99 |
|       8919 |         330 |   5.99 |
|       8920 |         330 |   0.99 |
|       8921 |         330 |   2.99 |
|       8922 |         330 |   2.99 |
|       8923 |         330 |   2.99 |
|       8924 |         330 |   4.99 |
|       8925 |         330 |   4.99 |
|       8926 |         330 |   3.99 |
|       8927 |         330 |   2.99 |
|       8928 |         330 |   2.99 |
|       8929 |         330 |   4.99 |
|       8930 |         330 |   0.99 |
|       8931 |         330 |   2.99 |
|       8932 |         331 |   0.99 |
|       8933 |         331 |   2.99 |
|       8934 |         331 |   2.99 |
|       8935 |         331 |   6.99 |
|       8936 |         331 |   2.99 |
|       8937 |         331 |   4.99 |
|       8938 |         331 |   4.99 |
|       8939 |         331 |   8.99 |
|       8940 |         331 |   4.99 |
|       8941 |         331 |   5.99 |
|       8942 |         331 |  10.99 |
|       8943 |         331 |   2.99 |
|       8944 |         331 |   1.99 |
|       8945 |         331 |   5.99 |
|       8946 |         331 |   0.99 |
|       8947 |         331 |   4.99 |
|       8948 |         331 |   5.99 |
|       8949 |         331 |   6.99 |
|       8950 |         331 |   5.99 |
|       8951 |         331 |   2.99 |
|       8952 |         331 |   4.99 |
|       8953 |         331 |   0.99 |
|       8954 |         331 |   7.99 |
|       8955 |         331 |   1.99 |
|       8956 |         331 |   2.99 |
